Rank,Symbol,Name,Country,SmartScore,SmartProb,FundaScore,FundaProb,TechScore,TechProb,SentiScore,SentiProb,RiskScore,RiskProb,Sector,Industry,Accurate,pe,market_cap,perf_week,perf_month,perf_quarter,perf_halfyear,perf_year,perf_ytd,roe,dividend_yield,roi,high_52w,low_52w,avg_volume,beta
<b>823</b>,<b><a href='https://tossinvest.com/stocks/QSR/analytics'>QSR</a></b>,Restaurant Brands International Inc,CA,5,38.9%,6,40.8%,6,39.9%,8,43.3%,6,0.8%,Consumer Discretionary,"Hotels, Restaurants & ...",False,19.90,20.46B,<span style='color: red;'>-3.98%</span>,<span style='color: green;'>4.07%</span>,<span style='color: red;'>-6.38%</span>,<span style='color: red;'>-10.98%</span>,<span style='color: red;'>-16.15%</span>,<span style='color: red;'>-3.02%</span>,34.17%,3.94%,5.48%,-24.10%,5.93%,2.05M,0.98
<b>824</b>,<b><a href='https://tossinvest.com/stocks/HAL/analytics'>HAL</a></b>,Halliburton Co,US,5,38.9%,6,39.7%,6,39.9%,7,42.1%,5,1.4%,Energy,Energy Equipment & Ser...,False,9.53,23.43B,<span style='color: green;'>3.93%</span>,<span style='color: red;'>-8.60%</span>,<span style='color: red;'>-9.09%</span>,<span style='color: red;'>-15.26%</span>,<span style='color: red;'>-23.56%</span>,<span style='color: red;'>-0.74%</span>,25.14%,2.62%,13.45%,-35.06%,7.27%,10.00M,1.87
<b>825</b>,<b><a href='https://tossinvest.com/stocks/STLA/analytics'>STLA</a></b>,Stellantis N.V,NL,5,38.9%,5,39.3%,4,36.8%,4,37.2%,5,1.6%,Consumer Discretionary,Automobiles,False,3.01,40.68B,<span style='color: green;'>6.17%</span>,<span style='color: green;'>6.73%</span>,<span style='color: green;'>5.77%</span>,<span style='color: red;'>-13.38%</span>,<span style='color: red;'>-45.08%</span>,<span style='color: green;'>8.12%</span>,16.79%,5.32%,13.00%,-52.19%,16.42%,9.77M,1.65
<b>826</b>,<b><a href='https://tossinvest.com/stocks/STZ/analytics'>STZ</a></b>,Constellation Brands Inc,US,5,38.9%,5,39.3%,5,38.9%,7,41.1%,5,1.3%,Consumer Staples,Beverages,False,46.14,31.14B,<span style='color: green;'>7.00%</span>,<span style='color: red;'>-5.87%</span>,<span style='color: red;'>-27.44%</span>,<span style='color: red;'>-29.07%</span>,<span style='color: red;'>-29.33%</span>,<span style='color: red;'>-22.02%</span>,7.94%,2.34%,3.70%,-37.30%,7.40%,2.23M,0.89
<b>827</b>,<b><a href='https://tossinvest.com/stocks/BEPC/analytics'>BEPC</a></b>,Brookfield Renewable Corp,US,5,38.9%,6,40.7%,5,38.4%,5,39.4%,6,1.3%,Utilities,Independent Power and ...,False,,9.96B,<span style='color: green;'>8.02%</span>,<span style='color: green;'>15.96%</span>,<span style='color: red;'>-2.43%</span>,<span style='color: green;'>3.97%</span>,<span style='color: green;'>15.86%</span>,<span style='color: green;'>4.60%</span>,-22.90%,4.03%,1.17%,-16.45%,37.52%,1.01M,1.19
<b>828</b>,<b><a href='https://tossinvest.com/stocks/SMCI/analytics'>SMCI</a></b>,Super Micro Computer Inc,US,5,38.9%,6,40.8%,3,33.8%,6,39.7%,3,4.3%,Information Technology,"Technology Hardware, S...",False,29.78,34.71B,<span style='color: green;'>49.37%</span>,<span style='color: green;'>82.65%</span>,<span style='color: green;'>219.00%</span>,<span style='color: red;'>-4.96%</span>,<span style='color: red;'>-26.22%</span>,<span style='color: green;'>94.46%</span>,32.47%,,16.68%,-51.77%,243.59%,75.38M,1.30
<b>829</b>,<b><a href='https://tossinvest.com/stocks/APA/analytics'>APA</a></b>,APA Corporation,US,5,38.9%,5,39.2%,6,39.7%,6,39.9%,5,1.6%,Energy,"Oil, Gas & Consumable ...",False,3.34,8.74B,<span style='color: green;'>5.59%</span>,<span style='color: red;'>-0.34%</span>,<span style='color: green;'>5.54%</span>,<span style='color: red;'>-19.44%</span>,<span style='color: red;'>-25.18%</span>,<span style='color: green;'>2.30%</span>,71.80%,4.26%,19.36%,-34.47%,16.24%,6.55M,3.27
<b>830</b>,<b><a href='https://tossinvest.com/stocks/WAT/analytics'>WAT</a></b>,Waters Corp,US,5,38.9%,6,40.9%,9,45.1%,7,41.3%,6,1.2%,Health Care,Life Sciences Tools & ...,False,35.54,22.61B,<span style='color: red;'>-0.29%</span>,<span style='color: red;'>-7.97%</span>,<span style='color: green;'>6.24%</span>,<span style='color: green;'>11.92%</span>,<span style='color: green;'>17.10%</span>,<span style='color: green;'>2.65%</span>,42.82%,,18.46%,-10.09%,36.37%,477.02K,0.98
<b>831</b>,<b><a href='https://tossinvest.com/stocks/PDD/analytics'>PDD</a></b>,PDD Holdings Inc ADR,CN,5,38.9%,6,40.7%,4,36.1%,6,39.7%,4,2.6%,Consumer Discretionary,Internet & Direct Mark...,False,12.23,172.78B,<span style='color: green;'>4.70%</span>,<span style='color: green;'>19.45%</span>,<span style='color: green;'>9.13%</span>,<span style='color: red;'>-17.67%</span>,<span style='color: red;'>-8.02%</span>,<span style='color: green;'>28.27%</span>,48.55%,,36.75%,-24.46%,41.36%,9.73M,0.68
<b>832</b>,<b><a href='https://tossinvest.com/stocks/UHS/analytics'>UHS</a></b>,"Universal Health Services, Inc",US,5,38.9%,6,40.1%,6,40.0%,7,41.4%,5,1.3%,Health Care,Health Care Providers ...,False,12.25,12.15B,<span style='color: green;'>2.75%</span>,<span style='color: red;'>-2.44%</span>,<span style='color: red;'>-8.59%</span>,<span style='color: red;'>-18.90%</span>,<span style='color: green;'>13.92%</span>,<span style='color: green;'>2.65%</span>,16.19%,0.44%,8.84%,-24.29%,20.62%,574.09K,1.31
<b>833</b>,<b><a href='https://tossinvest.com/stocks/MEDP/analytics'>MEDP</a></b>,Medpace Holdings Inc,US,5,38.9%,6,40.4%,9,44.2%,7,41.1%,5,2.0%,Health Care,Life Sciences Tools & ...,False,27.29,10.51B,<span style='color: green;'>2.49%</span>,<span style='color: red;'>-0.77%</span>,<span style='color: green;'>11.02%</span>,<span style='color: red;'>-12.03%</span>,<span style='color: red;'>-11.95%</span>,<span style='color: green;'>3.80%</span>,58.41%,,42.48%,-25.00%,14.18%,267.47K,1.46
<b>834</b>,<b><a href='https://tossinvest.com/stocks/DVN/analytics'>DVN</a></b>,Devon Energy Corp,US,5,38.9%,5,39.6%,4,36.6%,6,40.1%,6,1.3%,Energy,"Oil, Gas & Consumable ...",False,8.43,25.32B,<span style='color: green;'>13.48%</span>,<span style='color: green;'>4.96%</span>,<span style='color: green;'>0.21%</span>,<span style='color: red;'>-14.69%</span>,<span style='color: red;'>-11.30%</span>,<span style='color: green;'>17.78%</span>,21.77%,2.46%,12.45%,-29.44%,26.85%,10.30M,1.96
<b>835</b>,<b><a href='https://tossinvest.com/stocks/LYB/analytics'>LYB</a></b>,LyondellBasell Industries NV,GB,5,38.9%,5,39.0%,5,39.3%,5,38.9%,6,0.8%,Materials,Chemicals,False,18.70,25.20B,<span style='color: green;'>2.27%</span>,<span style='color: red;'>-0.15%</span>,<span style='color: red;'>-4.56%</span>,<span style='color: red;'>-17.54%</span>,<span style='color: red;'>-17.13%</span>,<span style='color: green;'>4.50%</span>,16.01%,7.00%,5.17%,-27.48%,7.48%,2.93M,1.05
<b>836</b>,<b><a href='https://tossinvest.com/stocks/ASND/analytics'>ASND</a></b>,Ascendis Pharma A/S ADR,DK,5,38.9%,5,37.8%,4,36.7%,5,37.6%,4,2.4%,Health Care,Biotechnology,False,,9.25B,<span style='color: green;'>22.55%</span>,<span style='color: green;'>17.95%</span>,<span style='color: green;'>22.19%</span>,<span style='color: green;'>12.16%</span>,<span style='color: red;'>-1.16%</span>,<span style='color: green;'>12.28%</span>,-867.62%,,-152.65%,-3.99%,39.15%,455.43K,0.65
<b>837</b>,<b><a href='https://tossinvest.com/stocks/ATI/analytics'>ATI</a></b>,ATI Inc,US,5,38.9%,6,41.0%,5,39.4%,9,44.3%,5,1.4%,Materials,Metals & Mining,False,23.85,8.69B,<span style='color: green;'>0.21%</span>,<span style='color: green;'>4.17%</span>,<span style='color: green;'>8.44%</span>,<span style='color: red;'>-5.29%</span>,<span style='color: green;'>33.31%</span>,<span style='color: green;'>10.66%</span>,22.82%,,10.32%,-11.62%,37.96%,1.45M,1.15
<b>838</b>,<b><a href='https://tossinvest.com/stocks/ITW/analytics'>ITW</a></b>,"Illinois Tool Works, Inc",US,5,38.9%,6,40.8%,5,39.3%,6,40.4%,6,0.8%,Industrials,Machinery,False,22.67,77.94B,<span style='color: green;'>3.71%</span>,<span style='color: green;'>1.59%</span>,<span style='color: red;'>-1.88%</span>,<span style='color: green;'>10.06%</span>,<span style='color: green;'>6.35%</span>,<span style='color: green;'>4.72%</span>,110.24%,2.23%,35.66%,-4.87%,14.08%,918.20K,1.16
<b>839</b>,<b><a href='https://tossinvest.com/stocks/STE/analytics'>STE</a></b>,Steris Plc,IE,5,38.9%,6,40.0%,7,41.4%,9,44.9%,6,0.9%,Health Care,Health Care Equipment ...,False,46.82,21.69B,<span style='color: green;'>0.77%</span>,<span style='color: green;'>1.71%</span>,<span style='color: green;'>0.57%</span>,<span style='color: red;'>-4.99%</span>,<span style='color: red;'>-3.60%</span>,<span style='color: green;'>7.41%</span>,9.61%,1.02%,5.45%,-11.06%,11.61%,523.39K,0.92
<b>840</b>,<b><a href='https://tossinvest.com/stocks/ULTA/analytics'>ULTA</a></b>,Ulta Beauty Inc,US,5,38.9%,6,40.5%,6,40.4%,6,39.9%,5,1.6%,Consumer Discretionary,Specialty Retail,False,14.67,17.00B,<span style='color: red;'>-1.73%</span>,<span style='color: red;'>-13.14%</span>,<span style='color: green;'>0.41%</span>,<span style='color: red;'>-2.75%</span>,<span style='color: red;'>-31.09%</span>,<span style='color: red;'>-15.69%</span>,55.18%,,30.17%,-36.20%,15.25%,972.78K,1.32
<b>841</b>,<b><a href='https://tossinvest.com/stocks/LEN/analytics'>LEN</a></b>,Lennar Corp,US,5,38.9%,5,39.4%,5,38.6%,5,39.6%,5,1.3%,Consumer Discretionary,Household Durables,False,8.55,32.45B,<span style='color: green;'>0.90%</span>,<span style='color: red;'>-7.85%</span>,<span style='color: red;'>-27.34%</span>,<span style='color: red;'>-29.89%</span>,<span style='color: red;'>-17.55%</span>,<span style='color: red;'>-10.03%</span>,14.30%,1.61%,13.03%,-34.12%,4.06%,3.25M,1.70
<b>842</b>,<b><a href='https://tossinvest.com/stocks/UHAL/analytics'>UHAL</a></b>,U-Haul Holding Company,US,5,38.9%,5,39.6%,9,43.8%,5,38.4%,5,1.4%,Industrials,Road & Rail,False,34.71,13.06B,<span style='color: green;'>1.08%</span>,<span style='color: green;'>1.29%</span>,<span style='color: green;'>6.23%</span>,<span style='color: green;'>5.16%</span>,<span style='color: green;'>9.59%</span>,<span style='color: green;'>5.88%</span>,5.61%,0.27%,2.84%,-7.45%,22.53%,102.61K,1.07
<b>843</b>,<b><a href='https://tossinvest.com/stocks/UHAL-B/analytics'>UHAL-B</a></b>,U-Haul Holding Company,US,5,38.9%,5,39.6%,9,43.8%,5,38.4%,5,1.4%,Industrials,Road & Rail,False,31.25,13.06B,<span style='color: green;'>2.47%</span>,<span style='color: green;'>0.87%</span>,<span style='color: green;'>7.63%</span>,<span style='color: red;'>-0.38%</span>,<span style='color: green;'>0.78%</span>,<span style='color: green;'>2.83%</span>,5.61%,,2.84%,-10.96%,15.48%,286.29K,1.53
<b>844</b>,<b><a href='https://tossinvest.com/stocks/IDXX/analytics'>IDXX</a></b>,"Idexx Laboratories, Inc",US,5,38.9%,6,40.8%,7,42.1%,9,44.8%,6,1.2%,Health Care,Health Care Equipment ...,False,42.45,37.08B,<span style='color: red;'>-0.98%</span>,<span style='color: green;'>5.97%</span>,<span style='color: green;'>7.59%</span>,<span style='color: red;'>-8.88%</span>,<span style='color: red;'>-18.48%</span>,<span style='color: green;'>9.53%</span>,57.66%,,43.41%,-22.37%,13.64%,651.56K,1.40
<b>845</b>,<b><a href='https://tossinvest.com/stocks/SLB/analytics'>SLB</a></b>,Schlumberger Ltd,US,5,38.9%,6,39.8%,5,39.3%,8,42.9%,5,1.3%,Energy,Energy Equipment & Ser...,False,13.71,59.68B,<span style='color: green;'>2.77%</span>,<span style='color: red;'>-2.61%</span>,<span style='color: red;'>-1.34%</span>,<span style='color: red;'>-6.08%</span>,<span style='color: red;'>-12.29%</span>,<span style='color: green;'>11.11%</span>,21.59%,2.67%,13.64%,-23.51%,16.65%,12.95M,1.49
<b>846</b>,<b><a href='https://tossinvest.com/stocks/ALB/analytics'>ALB</a></b>,Albemarle Corp,US,5,38.9%,5,39.3%,5,38.9%,7,42.1%,5,2.2%,Materials,Chemicals,False,,9.70B,<span style='color: green;'>7.72%</span>,<span style='color: red;'>-12.27%</span>,<span style='color: red;'>-19.98%</span>,<span style='color: green;'>0.54%</span>,<span style='color: red;'>-31.62%</span>,<span style='color: red;'>-4.15%</span>,-12.18%,2.02%,-10.06%,-42.38%,14.64%,2.18M,1.69
<b>847</b>,<b><a href='https://tossinvest.com/stocks/BDX/analytics'>BDX</a></b>,Becton Dickinson & Co,US,5,38.8%,6,40.9%,6,40.2%,7,41.8%,6,1.0%,Health Care,Health Care Equipment ...,False,37.87,65.45B,<span style='color: green;'>0.92%</span>,<span style='color: red;'>-5.18%</span>,<span style='color: green;'>1.71%</span>,<span style='color: red;'>-2.54%</span>,<span style='color: red;'>-3.74%</span>,<span style='color: green;'>0.47%</span>,6.92%,1.70%,4.10%,-9.55%,4.20%,2.11M,0.35
<b>848</b>,<b><a href='https://tossinvest.com/stocks/WES/analytics'>WES</a></b>,Western Midstream Partners LP,US,5,38.8%,6,40.3%,9,43.9%,5,38.3%,6,1.0%,Energy,"Oil, Gas & Consumable ...",False,10.65,15.84B,<span style='color: green;'>4.41%</span>,<span style='color: red;'>-2.94%</span>,<span style='color: green;'>8.98%</span>,<span style='color: green;'>6.99%</span>,<span style='color: green;'>42.81%</span>,<span style='color: green;'>8.33%</span>,49.26%,,14.68%,-3.92%,43.21%,1.25M,2.82
<b>849</b>,<b><a href='https://tossinvest.com/stocks/LNW/analytics'>LNW</a></b>,Light & Wonder Inc,US,5,38.8%,7,41.6%,5,37.7%,8,43.0%,5,1.7%,Consumer Discretionary,"Hotels, Restaurants & ...",False,32.63,9.26B,<span style='color: green;'>11.02%</span>,<span style='color: green;'>15.01%</span>,<span style='color: green;'>12.49%</span>,<span style='color: red;'>-2.11%</span>,<span style='color: green;'>16.92%</span>,<span style='color: green;'>21.43%</span>,32.47%,,6.22%,-8.79%,24.87%,630.95K,1.64
<b>850</b>,<b><a href='https://tossinvest.com/stocks/MDLZ/analytics'>MDLZ</a></b>,Mondelez International Inc,US,5,38.8%,5,39.4%,5,39.2%,5,37.7%,6,0.8%,Consumer Staples,Food Products,False,18.15,80.42B,<span style='color: green;'>2.59%</span>,<span style='color: green;'>7.93%</span>,<span style='color: red;'>-3.60%</span>,<span style='color: red;'>-11.74%</span>,<span style='color: red;'>-11.98%</span>,<span style='color: green;'>4.09%</span>,16.69%,3.07%,10.67%,-18.26%,15.24%,10.43M,0.53
<b>851</b>,<b><a href='https://tossinvest.com/stocks/MPWR/analytics'>MPWR</a></b>,Monolithic Power System Inc,US,5,38.8%,7,41.7%,6,40.2%,9,43.5%,4,2.3%,Information Technology,Semiconductors & Semic...,False,18.76,33.65B,<span style='color: red;'>-1.38%</span>,<span style='color: green;'>8.04%</span>,<span style='color: green;'>20.31%</span>,<span style='color: red;'>-24.69%</span>,<span style='color: red;'>-5.12%</span>,<span style='color: green;'>16.58%</span>,20.21%,0.89%,73.45%,-28.12%,26.18%,893.27K,1.03
<b>852</b>,<b><a href='https://tossinvest.com/stocks/BCH/analytics'>BCH</a></b>,Banco de Chile ADR,CL,5,38.8%,9,46.1%,5,39.1%,6,40.5%,6,1.0%,Financials,Banks,False,9.60,13.45B,<span style='color: green;'>1.56%</span>,<span style='color: green;'>11.24%</span>,<span style='color: green;'>15.53%</span>,<span style='color: green;'>6.26%</span>,<span style='color: green;'>21.83%</span>,<span style='color: green;'>17.42%</span>,23.89%,7.39%,8.21%,-1.22%,27.22%,222.92K,0.41
<b>853</b>,<b><a href='https://tossinvest.com/stocks/ODFL/analytics'>ODFL</a></b>,"Old Dominion Freight Line, Inc",US,5,38.8%,5,39.2%,7,41.7%,6,39.7%,5,1.4%,Industrials,Road & Rail,False,35.99,42.11B,<span style='color: red;'>-2.84%</span>,<span style='color: green;'>3.58%</span>,<span style='color: red;'>-8.39%</span>,<span style='color: red;'>-1.20%</span>,<span style='color: red;'>-6.35%</span>,<span style='color: green;'>11.82%</span>,27.90%,0.60%,27.68%,-15.44%,19.19%,1.46M,1.10
<b>854</b>,<b><a href='https://tossinvest.com/stocks/IQV/analytics'>IQV</a></b>,IQVIA Holdings Inc,US,5,38.8%,6,40.3%,7,41.6%,7,41.2%,6,1.2%,Health Care,Life Sciences Tools & ...,False,25.88,34.17B,<span style='color: red;'>-1.93%</span>,<span style='color: red;'>-5.68%</span>,<span style='color: green;'>0.69%</span>,<span style='color: red;'>-20.20%</span>,<span style='color: red;'>-18.69%</span>,<span style='color: red;'>-1.27%</span>,22.55%,,7.12%,-25.87%,3.41%,1.43M,1.50
<b>855</b>,<b><a href='https://tossinvest.com/stocks/U/analytics'>U</a></b>,Unity Software Inc,US,5,38.8%,5,39.7%,4,37.1%,6,40.4%,4,2.3%,Information Technology,Software,False,,11.28B,<span style='color: green;'>44.03%</span>,<span style='color: green;'>26.24%</span>,<span style='color: green;'>61.48%</span>,<span style='color: green;'>67.46%</span>,<span style='color: red;'>-17.40%</span>,<span style='color: green;'>24.61%</span>,-20.83%,,-12.23%,-16.24%,101.51%,10.23M,2.32
<b>856</b>,<b><a href='https://tossinvest.com/stocks/NU/analytics'>NU</a></b>,Nu Holdings Ltd,KY,5,38.8%,6,40.3%,5,38.8%,7,41.7%,5,1.6%,Financials,Banks,False,36.59,63.35B,<span style='color: red;'>-2.20%</span>,<span style='color: green;'>16.20%</span>,<span style='color: red;'>-5.12%</span>,<span style='color: red;'>-7.68%</span>,<span style='color: green;'>28.76%</span>,<span style='color: green;'>28.76%</span>,26.31%,,19.88%,-17.37%,37.95%,39.70M,1.10
<b>857</b>,<b><a href='https://tossinvest.com/stocks/INVH/analytics'>INVH</a></b>,Invitation Homes Inc,US,5,38.8%,5,37.9%,5,39.0%,7,41.5%,6,0.9%,Real Estate,Equity Real Estate Inv...,False,79.47,19.75B,<span style='color: green;'>2.32%</span>,<span style='color: green;'>3.33%</span>,<span style='color: red;'>-4.59%</span>,<span style='color: red;'>-8.79%</span>,<span style='color: green;'>0.97%</span>,<span style='color: green;'>0.84%</span>,4.48%,3.48%,1.38%,-14.71%,7.00%,2.95M,1.05
<b>858</b>,<b><a href='https://tossinvest.com/stocks/ROL/analytics'>ROL</a></b>,"Rollins, Inc",US,5,38.8%,6,40.6%,6,39.8%,5,39.2%,6,1.2%,Industrials,Commercial Services & ...,False,53.31,24.86B,<span style='color: green;'>2.46%</span>,<span style='color: green;'>5.53%</span>,<span style='color: green;'>2.85%</span>,<span style='color: green;'>4.82%</span>,<span style='color: green;'>26.70%</span>,<span style='color: green;'>10.74%</span>,37.52%,1.28%,23.07%,-2.85%,25.93%,1.68M,0.79
<b>859</b>,<b><a href='https://tossinvest.com/stocks/WDC/analytics'>WDC</a></b>,Western Digital Corp,US,5,38.8%,7,41.1%,5,39.5%,9,43.8%,5,1.5%,Information Technology,"Technology Hardware, S...",False,17.01,24.80B,<span style='color: green;'>5.96%</span>,<span style='color: green;'>5.72%</span>,<span style='color: green;'>13.52%</span>,<span style='color: green;'>9.51%</span>,<span style='color: green;'>32.02%</span>,<span style='color: green;'>19.55%</span>,13.99%,0.02%,7.46%,-12.58%,35.10%,6.15M,1.42
<b>860</b>,<b><a href='https://tossinvest.com/stocks/UWMC/analytics'>UWMC</a></b>,UWM Holdings Corporation,US,5,38.7%,6,40.3%,5,37.5%,6,40.3%,5,1.9%,Financials,Thrifts & Mortgage Fin...,False,,10.60B,<span style='color: green;'>7.98%</span>,<span style='color: green;'>6.59%</span>,<span style='color: green;'>13.72%</span>,<span style='color: red;'>-27.38%</span>,<span style='color: red;'>-3.35%</span>,<span style='color: green;'>12.95%</span>,-17.19%,6.03%,-0.35%,-31.93%,24.88%,3.13M,1.71
<b>861</b>,<b><a href='https://tossinvest.com/stocks/HPQ/analytics'>HPQ</a></b>,HP Inc,US,5,38.7%,6,40.0%,6,39.9%,6,40.9%,6,1.3%,Information Technology,"Technology Hardware, S...",False,12.34,32.56B,<span style='color: green;'>5.08%</span>,<span style='color: green;'>5.37%</span>,<span style='color: red;'>-4.65%</span>,<span style='color: green;'>2.02%</span>,<span style='color: green;'>25.58%</span>,<span style='color: green;'>6.41%</span>,,3.36%,35.91%,-12.75%,26.60%,6.94M,1.11
<b>862</b>,<b><a href='https://tossinvest.com/stocks/PSX/analytics'>PSX</a></b>,Phillips 66,US,5,38.7%,6,39.7%,5,38.3%,7,41.0%,6,1.2%,Energy,"Oil, Gas & Consumable ...",False,26.67,54.33B,<span style='color: green;'>5.21%</span>,<span style='color: green;'>9.18%</span>,<span style='color: green;'>0.49%</span>,<span style='color: red;'>-5.59%</span>,<span style='color: red;'>-8.53%</span>,<span style='color: green;'>15.47%</span>,7.14%,3.57%,4.35%,-24.43%,20.79%,3.16M,1.32
<b>863</b>,<b><a href='https://tossinvest.com/stocks/POOL/analytics'>POOL</a></b>,Pool Corporation,US,5,38.7%,5,39.1%,6,40.1%,7,41.1%,6,1.2%,Consumer Discretionary,Distributors,False,30.50,13.10B,<span style='color: green;'>2.64%</span>,<span style='color: red;'>-4.14%</span>,<span style='color: red;'>-4.20%</span>,<span style='color: red;'>-0.03%</span>,<span style='color: red;'>-9.96%</span>,<span style='color: green;'>0.99%</span>,33.43%,1.46%,18.03%,-18.55%,17.31%,350.08K,1.06
